ลำดับ,รายการ,หมายเลขครุภัณฑ์,หมายเลขสินทรัพย์ตามระบบ GFMIS,วันที่ได้มา,จำนวน,สภาพครุภัณฑ์,หมายเหตุ,ประเภท,สถาน
314,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12584,110000 004034 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะประชัน,จอคอมพิวเตอร์,-
315,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12585,110000 004035 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะว่าง,จอคอมพิวเตอร์,-
316,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12586,110000 004036 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะว่าง,จอคอมพิวเตอร์,-
317,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12587,110000 004037 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะอธินี,จอคอมพิวเตอร์,-
318,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12588,110000 004038 0,26-พ.ค.-66,1,ใช้ได้,ว่าง,จอคอมพิวเตอร์,-
319,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12589,110000 004039 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะว่าง,จอคอมพิวเตอร์,-
320,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12590,110000 004040 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะว่าง,จอคอมพิวเตอร์,-
321,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12591,110000 004041 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะว่าง,จอคอมพิวเตอร์,-
322,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12592,110000 004042 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะฤทธิชัย,จอคอมพิวเตอร์,-
323,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12593,110000 004043 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะมูฮัมหมัดนิสสัน,จอคอมพิวเตอร์,-
324,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12594,110000 004044 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะมรกต,จอคอมพิวเตอร์,-
325,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12595,110000 004045 0,26-พ.ค.-66,1,ใช้ได้,ว่าง,จอคอมพิวเตอร์,-
326,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12596,110000 004046 0,26-พ.ค.-66,1,ใช้ได้,ว่าง,จอคอมพิวเตอร์,-
327,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12597,110000 004047 0,26-พ.ค.-66,1,ใช้ได้,ว่าง,จอคอมพิวเตอร์,-
328,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12598,110000 004048 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะสิรินาถ,จอคอมพิวเตอร์,-
329,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12599,110000 004049 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะรัญชิดา,จอคอมพิวเตอร์,-
330,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12600,110000 004050 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะนิรดา,จอคอมพิวเตอร์,-
331,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12601,110000 004051 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะกอบชัย,จอคอมพิวเตอร์,-
332,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12602,110000 004052 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะปุณยวีร์,จอคอมพิวเตอร์,-
333,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12603,110000 004053 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะณัฐวุฒิ สุวานิช,จอคอมพิวเตอร์,-
334,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12604,110000 004054 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะว่าง,จอคอมพิวเตอร์,-
335,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12605,110000 004055 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะว่าง,จอคอมพิวเตอร์,-
336,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12606,110000 004056 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะเจนพิธีกร,จอคอมพิวเตอร์,-
337,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12607,110000 004057 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะกนกนุช,จอคอมพิวเตอร์,-
338,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12608,110000 004058 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะจิตรานุช,จอคอมพิวเตอร์,-
339,จอคอมพิวเตอร์ ยี่ห้อ Asus รุ่น C2221HE,7440-006-12609,110000 004059 0,26-พ.ค.-66,1,ใช้ได้,โต๊ะภาคภูมิ,จอคอมพิวเตอร์,-
340,อุปกรณ์กระจายสัญญาณ (L2 Switch) ขนาด 24 ช่อง,7440-017-5-1067,-,27-ก.พ.-66,1,ใช้ได้,ห้องปฏิบัติการ 3,อุปกรณ์กระจายสัญญาณ,ห้องปฏิบัติการ 3
341,อุปกรณ์กระจายสัญญาณ (L2 Switch) ขนาด 24 ช่อง,7440-017-5-1068,-,27-ก.พ.-66,1,ใช้ได้,ห้องปฏิบัติการ 3,อุปกรณ์กระจายสัญญาณ,ห้องปฏิบัติการ 3
342,อุปกรณ์กระจายสัญญาณ (L2 Switch) ขนาด 24 ช่อง,7440-017-5-1069,-,27-ก.พ.-66,1,ใช้ได้,ห้องปฏิบัติการ 2,อุปกรณ์กระจายสัญญาณ,ห้องปฏิบัติการ 2
343,อุปกรณ์กระจายสัญญาณ (L2 Switch) ขนาด 24 ช่อง,7440-017-5-1070,-,27-ก.พ.-66,1,ใช้ได้,ห้องปฏิบัติการ 2,อุปกรณ์กระจายสัญญาณ,ห้องปฏิบัติการ 2
344,อุปกรณ์กระจายสัญญาณ (L2 Switch) ขนาด 24 ช่อง,7440-017-5-1071,-,27-ก.พ.-66,1,ใช้ได้,ห้องเก็บครุภัณฑ์คอมพิวเตอร์,อุปกรณ์กระจายสัญญาณ,-
345,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6799/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องปฏิบัติการ ๒ (โต๊ะลูกคลื่น) จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องปฏิบัติการ 2
346,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6800/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
347,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6801/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
348,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6802/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
349,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6803/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องปฏิบัติการ ๒ (โต๊ะมายด์) จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องปฏิบัติการ 2
350,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6804/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องประชุม จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องประชุม
351,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6805/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องปฏิบัติการ ๒ (โต๊ะแอร์) จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องปฏิบัติการ 2
352,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6806/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องปฏิบัติการ ๒ (โต๊ะรัตน์) จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องปฏิบัติการ 2
353,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6807/2554,-,05-พ.ย.-53,1,ชำรุด,โต๊ะหน่อย จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,-
354,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6808/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
355,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6809/2554,-,05-ก.พ.-59,1,ใช้ได้,โต๊ะสายัณห์,คอมพิวเตอร์,-
356,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6810/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องปฏิบัติการ 1 (โต๊ะเลิฟ) จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องปฏิบัติการ 1
357,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6812/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
358,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6813/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องเก็บของมารีย๊ะ จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,-
359,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6814/2554,-,05-พ.ย.-53,1,ชำรุด,โต๊ะอุ๊ จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,-
360,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6815/2554,-,05-พ.ย.-53,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
361,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6816/2554,-,05-พ.ย.-53,1,ชำรุด,โต๊ะแท๊บ จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,-
362,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6817/2554,-,05-พ.ย.-53,1,ชำรุด,โต๊ะเบล จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,-
363,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6818/2554,-,05-ก.พ.-59,1,ใช้ได้,ให้หน้าห้องท่านณรงค์ ๒๒ มิ.ย.๖๖,คอมพิวเตอร์,-
364,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0002.9,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ 2 (โต๊ะปราย),คอมพิวเตอร์,ห้องปฏิบัติการ 2
365,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0002.14,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะตึก),คอมพิวเตอร์,ห้องปฏิบัติการ 2
366,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0002.44,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะรัตน์),คอมพิวเตอร์,ห้องปฏิบัติการ 2
367,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0002.46,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะหญิง),คอมพิวเตอร์,ห้องปฏิบัติการ 2
368,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0002.6,-,15-ส.ค.-57,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์,คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
369,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0002.5,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะชมพู่),คอมพิวเตอร์,ห้องปฏิบัติการ 2
370,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0002.12,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะน้อย),คอมพิวเตอร์,ห้องปฏิบัติการ 2
371,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0002.11,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะมาย),คอมพิวเตอร์,ห้องปฏิบัติการ 2
372,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0002.83,-,15-ส.ค.-57,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ),คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
373,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M276,7440-020-0002.15,-,15-ส.ค.-57,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะสุวรรณ),คอมพิวเตอร์,ห้องปฏิบัติการ 2
374,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0001.9,-,05-ก.พ.-59,1,ใช้ได้,ห้องปฏิบัติการ 3 (โต๊ะศรัณย์),คอมพิวเตอร์,ห้องปฏิบัติการ 3
375,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0001.10,-,05-ก.พ.-59,1,ใช้ได้,โต๊ะพี่ประนอม,คอมพิวเตอร์,-
376,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0001.11,-,05-ก.พ.-59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะโสมวรรณ),คอมพิวเตอร์,ห้องปฏิบัติการ 2
377,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0001.48,-,05-ก.พ.-59,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ),คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
378,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0001.41,-,05-ก.พ.-59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะแอ๊ว),คอมพิวเตอร์,ห้องปฏิบัติการ 2
379,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0001.42,-,05-ก.พ.-59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะสาว),คอมพิวเตอร์,ห้องปฏิบัติการ 2
380,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-013-6817/2556,-,05-ก.พ.-59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะบิว),คอมพิวเตอร์,ห้องปฏิบัติการ 2
381,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,7440-020-0001.66,-,05-ก.พ.-59,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะพิมพ์ชนก),คอมพิวเตอร์,ห้องปฏิบัติการ 2
382,คอมพิวเตอร์ ยี่ห้อ Acer  รุ่น  Veriton  M275 ,ไม่มีหมายเลข,-,-,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ ,คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
383,คอมพิวเตอร์ ยี่ห้อ Dell,ไม่มีหมายเลข,-,-,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ ,คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
384,คอมพิวเตอร์ ยี่ห้อ DELL Presision 380,7440-115-0013.1/2550,-,15-ธ.ค.-49,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ตู้บานเลื่อน) จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
385,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.376,-,23-เม.ย.-56,1,ใช้ได้,กทผ.7 ขอยืม 22 พ.ย. 66,คอมพิวเตอร์,-
386,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.359,-,23-เม.ย.-56,1,ใช้ได้,กทผ.7 ขอยืม 22 พ.ย. 66,คอมพิวเตอร์,-
387,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.375,-,23-เม.ย.-56,1,ใช้ได้,ห้องมารีย๊ะ,คอมพิวเตอร์,-
388,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.364,-,23-เม.ย.-56,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ),คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
389,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.361,-,23-เม.ย.-56,1,ใช้ได้,กทผ.7 ขอยืม 22 พ.ย. 66,คอมพิวเตอร์,-
390,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.362,-,23-เม.ย.-56,1,ใช้ได้,กทผ.7 ขอยืม 22 พ.ย. 66,คอมพิวเตอร์,-
391,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.371,-,23-เม.ย.-56,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ),คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
392,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.363,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะพี่เป้),คอมพิวเตอร์,ห้องปฏิบัติการ 2
393,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.366,-,23-เม.ย.-56,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์,คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
394,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.365,-,23-เม.ย.-56,1,ใช้ได้,กทผ.7 ขอยืม 22 พ.ย. 66,คอมพิวเตอร์,-
395,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.373,-,23-เม.ย.-56,1,ใช้ได้,กทผ.7 ขอยืม 22 พ.ย. 66,คอมพิวเตอร์,-
396,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.367,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะมะยม),คอมพิวเตอร์,ห้องปฏิบัติการ 2
397,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.360,-,23-เม.ย.-56,1,ใช้ได้,กทผ.7 ขอยืม 22 พ.ย. 66,คอมพิวเตอร์,-
398,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.372,-,23-เม.ย.-56,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ),คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
399,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.368,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะรัตน์),คอมพิวเตอร์,ห้องปฏิบัติการ 2
400,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.358,-,23-เม.ย.-56,1,ใช้ได้,กทผ.7 ขอยืม 22 พ.ย. 66,คอมพิวเตอร์,-
401,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.369,-,23-เม.ย.-56,1,ใช้ได้,กทผ.7 ขอยืม 22 พ.ย. 66,คอมพิวเตอร์,-
402,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.374,-,23-เม.ย.-56,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะบิ๊ก),คอมพิวเตอร์,ห้องปฏิบัติการ 2
403,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.370,-,23-เม.ย.-56,1,ชำรุด,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ใต้โต๊ะ) จัดซื้อทดแทน ปีงบประมาณ พ.ศ.2565,คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
404,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น OPTIPLEX 390,7440-020-0007.377,-,23-เม.ย.-56,1,ชำรุด,กทผ.7 ขอยืม 22 พ.ย. 66,คอมพิวเตอร์,-
405,คอมพิวเตอร์ ยี่ห้อ Dell รุ่น Vostro,ไม่มีหมายเลข,-,-,1,ใช้ได้,ห้องปฏิบัติการ 1 (โต๊ะแอฟ),คอมพิวเตอร์,ห้องปฏิบัติการ 1
406,คอมพิวเตอร์ ยี่ห้อ JV com 4,ไม่มีหมายเลข,-,-,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะฝ้าย),คอมพิวเตอร์,ห้องปฏิบัติการ 2
407,คอมพิวเตอร์ ยี่ห้อ JV com 5,ไม่มีหมายเลข,-,-,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะพรวิมล),คอมพิวเตอร์,ห้องปฏิบัติการ 2
408,คอมพิวเตอร์ ยี่ห้อ Lenovo รุ่น ThinkCentre M700,7440-013-2-4098,-,-,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะจอม),คอมพิวเตอร์,ห้องปฏิบัติการ 2
409,คอมพิวเตอร์ ยี่ห้อ Lenovo รุ่น ThinkCentre M700,7440-013-2-4099,-,-,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะฟลุ้ค),คอมพิวเตอร์,ห้องปฏิบัติการ 2
410,คอมพิวเตอร์ ยี่ห้อ Lenovo รุ่น ThinkCentre M700,7440-013-2-4100,-,-,1,ใช้ได้,ห้องปฏิบัติการ ๒ (โต๊ะรัตน์),คอมพิวเตอร์,ห้องปฏิบัติการ 2
411,คอมพิวเตอร์ ยี่ห้อ MISSION รุ่น OPTIMA SRIES,7440-013-3083/2543,-,21-ก.ค.-49,1,ใช้ได้,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์ (ตู้บานเลื่อน),คอมพิวเตอร์,ห้องจัดเก็บครุภัณฑ์คอมพิวเตอร์
412,จอคอมพิวเตอร์ ยี่ห้อ Mission,7400-013-3087,-,,1,ชำรุด,ห้องเก็บของ,คอมพิวเตอร์,ห้องเก็บของ
413,จอคอมพิวเตอร์ ยี่ห้อ Acer,7400-013-3062,-,,1,ชำรุด,โต๊ะเพ็ญ,จอคอมพิวเตอร์,-
414,จอคอมพิวเตอร์ ยี่ห้อ Mission,7440-017-0201,-,ธ.ค.-39,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
415,จอคอมพิวเตอร์ ยี่ห้อ Mission,7440-017-0202,-,ธ.ค.-39,1,ชำรุด,ห้องเก็บของ,จอคอมพิวเตอร์,ห้องเก็บของ
416,จอคอมพิวเตอร์ ยี่ห้อ Acer,7400-013-3072,-,02-ต.ค.-49,1,ชำรุด,ห้องเก็บของ,จอคอมพิวเตอร์,ห้องเก็บของ
417,จอคอมพิวเตอร์ ยี่ห้อ Acer,7440-013-6799.1/2554,-,,1,ชำรุด,ห้องเก็บของ,จอคอมพิวเตอร์,ห้องเก็บของ
418,จอคอมพิวเตอร์ ยี่ห้อ Mission,7400-013-3072,-,02-ต.ค.-49,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
419,จอคอมพิวเตอร์ ยี่ห้อ Mission,7400-013-3079,-,02-ต.ค.-49,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
420,จอคอมพิวเตอร์ ยี่ห้อ Mission,7400-013-3088,-,02-ต.ค.-49,1,ชำรุด,โต๊ะสายัณห์,จอคอมพิวเตอร์,-
421,จอคอมพิวเตอร์ ยี่ห้อ Mission,7400-013-3092,-,02-ต.ค.-49,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
422,จอคอมพิวเตอร์ ยี่ห้อ SVOA,6675-027-1509.2,-,26-ต.ค.-49,1,ชำรุด,ห้องเก็บของ ส่งคืนพัสดุชำรุด,จอคอมพิวเตอร์,ห้องเก็บของ
